iter	RMSE
351	2.936652119
352	2.934386142
353	2.933518074
354	2.933229041
355	2.932581291
356	2.92960349
357	2.927927141
358	2.926003472
359	2.925171209
360	2.92404706
361	2.923737834
362	2.922185256
363	2.921027706
364	2.919844773
365	2.917734936
366	2.91641651
367	2.914547104
368	2.914199785
369	2.913838186
370	2.913098159
371	2.912355597
372	2.911355771
373	2.908173134
374	2.907083554
375	2.905833805
376	2.903947182
377	2.903166389
378	2.902309038
379	2.902070069
380	2.900665435
381	2.899281011
382	2.897664337
383	2.895424078
384	2.89435027
385	2.892820595
386	2.890232419
387	2.889461887
388	2.888117472
389	2.887207338
390	2.885628915
391	2.884869311
392	2.883852838
393	2.882377138
394	2.881386575
395	2.880475519
396	2.878445968
397	2.877767175
398	2.87694364
399	2.875966616
400	2.87568638
401	2.872214527
402	2.871845291
403	2.870070148
404	2.869058423
405	2.868339898
406	2.867058376
407	2.866913361
408	2.865693936
409	2.864467169
410	2.864003919
411	2.8629228
412	2.862024015
413	2.860143418
414	2.858637739
415	2.857961906
416	2.856061947
417	2.854821461
418	2.85364513
419	2.849323953
420	2.847503754
421	2.847053084
422	2.846654322
423	2.845966808
424	2.84416799
425	2.843890181
426	2.84184672
427	2.839598797
428	2.838460675
429	2.838211274
430	2.837726615
431	2.837119006
432	2.835732887
433	2.833966957
434	2.832154271
435	2.83176683
436	2.83056972
437	2.828602356
438	2.826118039
439	2.825867546
440	2.825586688
441	2.825358695
442	2.824043354
443	2.822863903
444	2.82219803
445	2.821351584
446	2.820504923
447	2.819895467
448	2.817739354
449	2.817529161
450	2.81639896
451	2.815742395
452	2.814892212
453	2.813322669
454	2.812013177
455	2.811505653
456	2.810282173
457	2.80942821
458	2.808358928
459	2.807740727
460	2.806911346
461	2.806650881
462	2.805900289
463	2.805634
464	2.805439543
465	2.802078212
466	2.800957379
467	2.79987598
468	2.797312774
469	2.796449983
470	2.794895415
471	2.791311001
472	2.790418444
473	2.78984381
474	2.789407601
475	2.788903764
476	2.78569844
477	2.78410614
478	2.782220988
479	2.780282458
480	2.77943873
481	2.779173568
482	2.777321891
483	2.774948365
484	2.774107778
485	2.773682317
486	2.772856945
487	2.772032311
488	2.771904444
489	2.771403097
490	2.770434819
491	2.769210369
492	2.767522551
493	2.766291079
494	2.764493686
495	2.763334883
496	2.762561132
497	2.761744763
498	2.760889865
499	2.758780968
